HORYU-1,Kyushu Institute of Technology,University,Japan,1U,x_cancelled,cancelled,cancelled,-
KatySat 1,Stanford University,University,US,1U,x_cancelled,cancelled,cancelled,Space Technology
Kumu A'o,University of Hawaii,University,US,1U,x_cancelled,-,not launched,Space Technology
LunchSat,Astrium Ltd,Company,UK,3U,x_cancelled,-,not launched,Space Technology
Lunette,University of Toronto,University,Canada,6 kg,x_cancelled,cancelled,cancelled,Space Activity
MEPSI 3A,DARPA,Military,US,1U,x_cancelled,Shuttle,cancelled,Space Technology
MEPSI 3B,DARPA,Military,US,1U,x_cancelled,Shuttle,cancelled,Space Technology
MEPSI 4A,DARPA,Military,US,1U,x_cancelled,Atlas-5,cancelled,Space Technology
MEPSI 4B,DARPA,Military,US,1U,x_cancelled,Atlas-5,cancelled,Space Technology
MiniRomit 1,European Lunar Exploration Association,Company,Denmark,2U,x_cancelled,-,not launched,Space Technology
myPocketQub 391,University of Rome,University,Italy,PocketQube,x_cancelled,cancelled,cancelled,Space Technology
OPTOS 2G,National Institute of Aerospace Technology,Agency,Spain,3U,x_cancelled,-,not launched,Space Technology
PLUME (Picosatellite of Leicester University Micrometeoroid Experiment),University of Leicester,University,UK,1U,x_cancelled,cancelled,cancelled,-
PQ-Gemini++ 1,Micro-Space Inc,Company,US,0.12 kg,x_cancelled,cancelled,cancelled,Space Technology
PQ-Gemini++ 2,Micro-Space Inc,Company,US,0.12 kg,x_cancelled,cancelled,cancelled,Space Technology
PQ-Gemini++ 3,Micro-Space Inc,Company,US,0.12 kg,x_cancelled,cancelled,cancelled,Space Technology
PQ-Gemini++ 4,Micro-Space Inc,Company,US,0.12 kg,x_cancelled,cancelled,cancelled,Space Technology
"RAMPART (POPACS-RR, RApid prototyped Microelectromechanical system Propulsion And RadiationTest CUBEflow SATellite)",Air Force Research Laboratory,Military,US,2U,x_cancelled,cancelled,cancelled,Space Technology
GSat (Genso Test Satellite),University of Applied Science Technikum-Wien,University,Austria,2U,x_cancelled,-,"380 km, 98 degree inclination",-
Sallesat-1,La Salle University,University,Spain,1U,x_cancelled,-,not launched,Space Technology
SAPTICARD,Laboratoire des technologies Innovantes,University,France,1U,x_cancelled,-,not launched,-
SEDSat-2,Students for the Exploration and Development of Space (SEDS),Non-profit,International,1U,x_cancelled,cancelled,cancelled,Space Technology
SMARTSat (Shape Memory Alloy Research Technology Satellite),Texas A&M University,University,US,1U,x_cancelled,-,not launched,Space Technology
Solar Blade,Carnegie Mellon University,University,US,5 kg,x_cancelled,cancelled,cancelled,Space Technology
TechEdSat-2,San Jose State University,University,US,6U,x_cancelled,-,not launched,Space Technology
Tempo3 (Tethered Expirement for Mars interPlanetary Operations Cubed),Mars Society,Non-profit,US,2U,x_cancelled,cancelled,cancelled,Space Technology
NanoSpace-1,Uppsala University,University,Sweden,7 kg,x_cancelled,-,-,Space Technology
T-sat1,University of Manitoba,University,Canada,3U,x_cancelled,cancelled,cancelled,-
LunarSail,Aerospace Research & Engineering Systems Institute (Ares Institute),Non-profit,US,3U,x_cancelled,-,not launched,Space Technology
TU Sat 1,Taylor University,University,US,2U,x_cancelled,cancelled,cancelled,Space Technology
VELOX-P,Nanyang Technological University,University,Singapore,1U,x_cancelled,-,not launched,Space Technology
Yamsat 1A,National Space Program Office,Agency,Taiwan,1U,x_cancelled,cancelled,cancelled,Space Technology
Yamsat 1B,National Space Program Office,Agency,Taiwan,1U,x_cancelled,cancelled,cancelled,Space Technology
Yamsat 1C,National Space Program Office,Agency,Taiwan,1U,x_cancelled,cancelled,cancelled,Space Technology
NUS QB50,National University of Singapore,University,Singapore,2U,x_cancelled,TBD,TBD,Space Science
PiezoSat-1,Space Science and Technology Institute,Institute,Lithuania,3U,x_cancelled,TBD,TBD,Space Science
MaRBLES (MeAsuring Radiation Belt Low Earth Sources/Sinks),NASA Goddard Space Flight Center,Agency,US,6U,x_cancelled,-,-,Space Technology
