PehuenSat 1,National University of Comahue,University,Argentina,6 kg,01/10/07,PSLV,638 km,Space Technology
CAPE-1,University of Louisiana at Lafayette,University,US,1U,04/17/07,Dnepr,"668 km, SSO",Space Technology
CP3,California Polytechnic University,University,US,1U,04/17/07,Dnepr,"668 km, SSO",Space Technology
CP4,California Polytechnic University,University,US,1U,04/17/07,Dnepr,"668 km, SSO",Space Technology
CSTB-1 (CubeSat TestBed 1),Boeing,Company,US,1U,04/17/07,Dnepr,"668 km, SSO",Space Technology
Libertad-1,Sergio Arboleda University,University,Colombia,1U,04/17/07,Dnepr,"668 km, SSO",Space Activity
MAST,Tethers Unlimited,Company,US,3U,04/17/07,Dnepr,"668 km, SSO",Space Technology
AeroCube-2,The Aerospace Corporation,Non-profit,US,1U,04/17/07,Dnepr,"668 km, SSO",Space Technology
"MEMS-Pico (ZDPS-1, Zheda Pixing)",Zhejiang University,University,China,1 kg,05/25/07,Long March 2D,"631 x 655 km, 97.8 degree inclination",Space Technology
AAUSAT2,Aalborg University,University,Denmark,1U,04/28/08,PSLV,"615 x 634 km, SSO, 97.94 degree inclination",Space Technology
CanX-2,University of Toronto Institute for Aerospace Studies,University,Canada,3U,04/28/08,PSLV,"615 x 634 km, SSO, 97.94 degree inclination",Space Technology
CanX-6,University of Toronto Institute for Aerospace Studies,University,Canada,6.5 kg,04/28/08,PSLV,"615 x 634 km, SSO, 97.94 degree inclination",Space Technology
Compass-1,Aachen University of Applied Sciences,University,Germany,1U,04/28/08,PSLV,"615 x 634 km, SSO, 97.94 degree inclination",Space Technology
CUTE-1.7+APD-2,Tokyo Institute of Technology,University,Japan,3 kg,04/28/08,PSLV,"615 x 634 km, SSO, 97.94 degree inclination",Space Technology
Delfi-C3,Delft University of Technology,University,Netherlands,3U,04/28/08,PSLV,"615 x 634 km, SSO, 97.94 degree inclination",Space Technology
SEEDS-2 (Space Engineering EDucation Satellite-2),Nihon University,University,Japan,1U,04/28/08,PSLV,"615 x 634 km, SSO, 97.94 degree inclination",Space Technology
NanoSail-D,NASA/ Ames Research Center,Agency,US,3U,08/03/08,Falcon-1,Launch failure,Space Technology
PreSat (PharmaSat Risk Evaluation Satellite),NASA Ames Research Center,Agency,US,3U,08/03/08,Falcon-1,Launch failure,Space Technology
"PSSC (PSSCT, Pico Satellite Solar Cell Testbed)",The Aerospace Corporation,Military,US,6.5 kg,11/29/08,Shuttle,"345 km, 51.6 degree inclination",Space Technology
"KKS-1 (Kouku Kosen Satellite-1, KISEKI)",Tokyo Metropolitan College of Industrial Technology,University,Japan,3.17 kg,01/23/09,H-IIA,"660 km, SSO, 98 degree inclination",Space Technology
PRISM (Picosatellite for Remote¿sensing and Innovative Space Missions),University of Tokyo,University,Japan,8.5 kg,01/23/09,H-IIA,"660 km, SSO, 98 degree inclination",Space Activity
"STARS-1 Daughter (KUKAI, KAI, Space Tethered autonomous Robotic Satellite 1)",Kagawa University,University,Japan,3.8 kg,01/23/09,H-IIA,"660 km, SSO, 98 degree inclination",Space Technology
"STARS-1 Mother (KUKAI, KU, Space Tethered autonomous Robotic Satellite 1)",Kagawa University,University,Japan,4.2 kg,01/23/09,H-IIA,"660 km, SSO, 98 degree inclination",Space Technology
AeroCube-3,The Aerospace Corporation,Non-profit,US,1U,05/19/09,Minotaur I,"450 km, 40.4 degree inclination",Space Technology
CP6,California Polytechnic University,University,US,1U,05/19/09,Minotaur I,"450 km, 40.4 degree inclination",Space Technology
HawkSat I,Hawk Institute of Space Sciences,Company,US,1U,05/19/09,Minotaur I,"450 km, 40.4 degree inclination",Space Technology
PharmaSat 1 (GeneSat-2),"Santa Clara University, NASA Ames Small Spacecraft Division",Agency,US,3U,05/19/09,Minotaur I,"450 km, 40.4 degree inclination",Space Activity
Aggiesat-2 (Dragonsat 2),Texas A&M University,University,US,3.2 kg,07/15/09,Shuttle,"336 km,",Space Technology
BEVO 1 (DragonSat 1),University of Texas at Austin,University,US,3.5 kg,07/15/09,Shuttle,"336 km,",Space Technology
BEESAT-1,Berlin Technical University,University,Germany,1U,09/23/09,PSLV,"730 km, 98.3 degree inclination",Space Technology
ITUpSAT-1,Istanbul Technical University,University,Turkey,1U,09/23/09,PSLV,"730 km, 98.3 degree inclination",Space Technology
SwissCube-1,Swiss Federal Institute of Technology (EPFL),University,Switzerland,1U,09/23/09,PSLV,"730 km, 98.3 degree inclination",Space Science
UWE-2,University of Würzburg,University,Germany,1U,09/23/09,PSLV,"730 km, 98.3 degree inclination",Space Technology
"KSat (Hayato, Kagoshima Satellite, K-Sat)",Kagoshima University,University,Japan,1U,05/20/10,H-IIA,"288 x 309 km, 30 degree inclination",Space Technology
Negai (Negai-Star),Soka University,University,Japan,1U,05/20/10,H-IIA,"288 x 309 km, 30 degree inclination",Space Technology
Waseda-Sat2,Waseda University,University,Japan,1U,05/20/10,H-IIA,"288 x 309 km, 30 degree inclination",Space Technology
AISSat-1,University of Toronto Institute for Aerospace Studies Space Flight Lab,University,Norway,7 kg,07/12/10,PSLV,"630 km, SSO",Space Technology
StudSat-1 (Student Satellite-1),Nitte Meenakshi Institute of Technology,University,India,1U,07/12/10,PSLV,"630 km, SSO",Space Technology
TISAT-1,University of Applied Sciences of Southern Switzerland (SUPSI),University,Switzerland,1U,07/12/10,PSLV,"630 km, SSO",Space Technology
ZDPS 1A 01 (Zheda Pixing),Zhejiang University,University,China,3.5 kg,09/22/10,Long March 2D,"645 km, SSO",Space Technology
ZDPS 1A 02 (Zheda Pixing),Zhejiang University,University,China,3.5 kg,09/22/10,Long March 2D,"645 km, SSO",Space Technology
NanoSail-D2,NASA Ames Research Center,Agency,US,3U,11/20/10,Minotaur IV,"650 km, 72 degree inclination",Space Technology
O/OREOS (Organism/ORganics Exposure to Orbital Stresses) Nanosatellite,NASA Ames Research Center,Agency,US,3U,11/20/10,Minotaur IV,"650 km, 72 degree inclination",Space Technology
RAX (Radio Aurora eXplorer),University of Michigan,University,US,3U,11/20/10,Minotaur IV,"650 km, 72 degree inclination",Space Science
Caerus-Mayflower,"Northrop Grumman,",Company,US,3U,12/08/10,Falcon 9,"273 x 300 km, 34.5 degree inclination",Space Technology
Perseus 000,Los Alamos National Laboratory,Institute,US,1.5U,12/08/10,Falcon 9,"273 x 300 km, 34.5 degree inclination",Space Technology
Perseus 001,Los Alamos National Laboratory,Institute,US,1.5U,12/08/10,Falcon 9,"273 x 300 km, 34.5 degree inclination",Space Technology
Perseus 002,Los Alamos National Laboratory,Institute,US,1.5U,12/08/10,Falcon 9,"273 x 300 km, 34.5 degree inclination",Space Technology
Perseus 003,Los Alamos National Laboratory,Institute,US,1.5U,12/08/10,Falcon 9,"273 x 300 km, 34.5 degree inclination",Space Technology
QbX-1,NRL Naval Center for Space for NRO,Military,US,3U,12/08/10,Falcon 9,"273 x 300 km, 34.5 degree inclination",Space Technology
QbX-2,NRL Naval Center for Space for NRO,Military,US,3U,12/08/10,Falcon 9,"273 x 300 km, 34.5 degree inclination",Space Technology
SMDC-ONE 1 (Space & Missile Defense Command-Operational Nanosatellite Effect),Space & Missile Defense Command,Military,US,3U,12/08/10,Falcon 9,"273 x 300 km, 34.5 degree inclination",Space Technology
"HBRE (Explorer-1 prime, Hiscock Radiation Belt Explorer)",Montana State University,University,US,1U,03/04/11,Taurus-XL,Launch failure,Space Technology
Hermes,University of Colorado in Boulder,University,US,1U,03/04/11,Taurus-XL,Launch failure,Space Technology
KySat-1,Kentucky universities,University,US,1U,03/04/11,Taurus-XL,Launch failure,Space Technology
"PSSC-2 (Pico Satellite Solar Cell Testbed-2, PSSC Testbed-2, PSSCT-2)",The Aerospace Corporation,Military,US,3.7 kg,07/20/11,Shuttle,"365 x 380 km, ISS",Space Technology
Jugnu,Indian Institute of Technology Kanpur,University,India,3U,10/12/11,PSLV,"860 km, 20 degree inclination",Space Technology
SRMSat (Sri Ramaswamy Memorial),SRM University,University,India,10 kg,10/12/11,PSLV,"860 km, 20 degree inclination",Space Science
AubieSat-1,Aubum University,University,US,1U,10/28/11,Delta II,"820 x 410 km, 102 degree inclination",Space Science
DICE-1 (Dynamic Ionosphere CubeSat Experiment),Utah State University,University,US,1.5U,10/28/11,Delta II,"820 x 410 km, 102 degree inclination",Space Science
DICE-2 (Dynamic Ionosphere CubeSat Experiment),Utah State University,University,US,1.5U,10/28/11,Delta II,"820 x 410 km, 102 degree inclination",Space Science
"E1P U2 (HRBE , Explorer-1' U2, William A. Hiscock Radiation Belt Explorer)",Montana State University,University,US,1U,10/28/11,Delta II,"820 x 410 km, 102 degree inclination",Space Technology
M-Cubed (COVE),University of Michigan,University,US,1U,10/28/11,Delta II,"820 x 410 km, 102 degree inclination",Space Technology
RAX-2 (Radio Aurora Explorer-2),University of Michigan,University,US,3U,10/28/11,Delta II,"820 x 410 km, 102 degree inclination",Space Science
MaSat-1,Budapest University of Technology and Economics,University,Hungary,1U,02/13/12,Vega,"354 x 1450 km, 69.5 degree inclination",Space Technology
PW-Sat,Warsaw University of Technology,University,Poland,1U,02/13/12,Vega,"354 x 1450 km, 69.5 degree inclination",Space Technology
ROBUSTA-1A,University of Montpellier II,University,France,1U,02/13/12,Vega,"354 x 1450 km, 69.5 degree inclination",Space Technology
UNICubeSat-GG (Gravity Gradient),Sapienza University of Rome,University,Italy,1U,02/13/12,Vega,"354 x 1450 km, 69.5 degree inclination",Space Technology
Xatcobeo (Dieste),University of Vigo,University,Spain,1U,02/13/12,Vega,"354 x 1450 km, 69.5 degree inclination",Space Technology
e-st@r,Polytechnic University of Turin,University,Italy,1U,02/13/12,Vega,"354 x 1450 km, 69.5 degree inclination",Space Technology
Goliat,University of Bucharest,University,Romania,1U,02/13/12,Vega,"354 x 1450 km, 69.5 degree inclination",Space Technology
HORYU-2,Kyushu Institute of Technology,University,Japan,7.1 kg,05/17/12,H-IIA,"680 km, 98.19 degree inclination",Space Technology
F-1,FPT University,University,Vietnam,1U,07/21/12,H-IIB,ISS,Space Technology
FITSat-1 (NIWAKA),Fukuoka Institute of Technology,University,Japan,1U,07/21/12,H-IIB,ISS,Space Technology
RAIKO,Tohoku University,University,Japan,2U,07/21/12,H-IIB,ISS,Space Technology
TechEdSat (Technological and Educational Nanosatellite),NASA Ames Research Center,Agency,US,1U,07/21/12,H-IIB,ISS,Space Technology
We Wish,Meisei Electric,Company,Japan,1U,07/21/12,H-IIB,ISS,Space Technology
TT 1 (TianTuo 1),National University of Defense Technology,University,China,9.3 kg,09/08/12,Long March 4B,"479 x 495 km, 97.4 degree inclination",Space Technology
AENEAS,University of Southern California,University,US,3U,09/13/12,Atlas V,"770 x 480 km, 66 degree inclination",Space Technology
AeroCube-4A,The Aerospace Corporation,Non-profit,US,1U,09/13/12,Atlas V,"770 x 480 km, 66 degree inclination",Space Technology
AeroCube-4B,The Aerospace Corporation,Non-profit,US,1U,09/13/12,Atlas V,"770 x 480 km, 66 degree inclination",Space Technology
AeroCube-4C,The Aerospace Corporation,Non-profit,US,1U,09/13/12,Atlas V,"770 x 480 km, 66 degree inclination",Space Technology
"CINEMA (CubeSat for Ions, Neutrals, Electrons, & MAgnetic fields)",University of California,University,US,3U,09/13/12,Atlas V,"770 x 480 km, 66 degree inclination",Space Science
CP5,California Polytechnic University,University,US,1U,09/13/12,Atlas V,"770 x 480 km, 66 degree inclination",Space Technology
CSSWE (Colorado Student Space Weather Experiment),University of Colorado,University,US,3U,09/13/12,Atlas V,"770 x 480 km, 66 degree inclination",Space Science
CXBN (Cosmic X-ray Background Nanosatellite),Morehead State University/Kentucky Space,University,US,2U,09/13/12,Atlas V,"770 x 480 km, 66 degree inclination",Space Science
"Re (STARE A, Space-based Telescopes for the Actionable Refinement of Ephemeris)",Lawrence Livermore National Laboratory,Institute,US,3U,09/13/12,Atlas V,"770 x 480 km, 66 degree inclination",Space Technology
SMDC-ONE 2.1 (Able),Space & Missile Defense Command,Military,US,3U,09/13/12,Atlas V,"770 x 480 km, 66 degree inclination",Space Technology
SMDC-ONE 2.2 (Baker),Space & Missile Defense Command,Military,US,3U,09/13/12,Atlas V,"770 x 480 km, 66 degree inclination",Space Technology
AAUSAT3,Aalborg University,University,Denmark,1U,02/25/13,PSLV,"781 km, 98.55 degree inclination",Space Technology
"STRaND-1 (Surrey Training, Research and Nanosatellite Demonstrator)",Surrey Satellite Technology,Company,UK,3U,02/25/13,PSLV,"781 km, 98.55 degree inclination",Space Technology
"TUGSat 1 (Technische Universität Graz Satellit), BRITE-Austria (BRIght-star Target Explorer - Austria)",Graz University of Technology,University,Austria,7 kg,02/25/13,PSLV,"781 km, 98.55 degree inclination",Space Science
UniBRITE-1,University of Vienna,University,Austria,7 kg,02/25/13,PSLV,"781 km, 98.55 degree inclination",Space Science
BEESAT-2,Berlin Technical University,University,Germany,1U,04/19/13,Sojuz-2.1b,"575 km, 64.9 degree inclination.",Space Technology
BEESAT-3,Berlin Technical University,University,Germany,1U,04/19/13,Sojuz-2.1b,"575 km, 64.9 degree inclination.",Space Technology
Dove-2,Planet Labs,Company,US,3U,04/19/13,Sojuz-2.1b,"575 km, 64.9 degree inclination.",Space Technology
OSSI-1,Open Source Satellite Initiative,Individual,South Korea,1U,04/19/13,Sojuz-2.1b,"575 km, 64.9 degree inclination.",Space Technology
SOMP (Students Oxygen Measurement Project),Dresden University of Technology,University,Germany,1U,04/19/13,Sojuz-2.1b,"575 km, 64.9 degree inclination.",Space Technology
Dove-1,Planet Labs,Company,US,3U,04/21/13,Antares,"250 x 260 km, 51.6 degree inclination",Space Technology
PhoneSat 1.0a (Graham),NASA Ames Research Center,Agency,US,1U,04/21/13,Antares,"251 x 260 km, 51.6 degree inclination",Space Technology
PhoneSat 1.0b (Bell),NASA Ames Research Center,Agency,US,1U,04/21/13,Antares,"252 x 260 km, 51.6 degree inclination",Space Technology
PhoneSat 2.0a (Alexander),NASA Ames Research Center,Agency,US,1U,04/21/13,Antares,"253 x 260 km, 51.6 degree inclination",Space Technology
CubeBug-1 (Capitán Beto),Satellogic,Company,Argentina,2U,04/26/13,Long March 2D,"650 km, 98.05 degree inclination",Space Technology
NEE-01 Pegaso,Ecuadorian Space Agency,Agency,Ecuador,1U,04/26/13,Long March 2D,"650 km, 98.05 degree inclination",Space Technology
TurkSat-3USat,ITU (Istanbul Technical University,University,Turkey,3U,04/26/13,Long March 2D,"650 km, 98.05 degree inclination",Space Technology
ESTCube-1,University of Tartu,University,Estonia,1U,05/07/13,Vega,"670 km, 98.5 degree inclination.",Space Technology
ArduSat,Spire (Nanosatisfi),Company,US,1U,08/03/13,H-2B,ISS,Space Activity
ArduSat-X,Spire (Nanosatisfi),Company,US,1U,08/03/13,H-2B,ISS,Space Activity
Pico Dragon (Picodragon),Vietnam National Satellite Center,Agency,Vietnam,1U,08/03/13,H-2B,ISS,Space Technology
TechEdSat-3p,NASA Ames Research Center,Agency,US,3U,08/03/13,H-2B,ISS,Space Technology
Prometheus 1-7,Los Alamos National Laboratory,Military,US,1.5U,11/20/13,Minotaur-1,"500 km, 40.5 degree inclination",Space Technology
Prometheus 1-8,Los Alamos National Laboratory,Military,US,1.5U,11/20/13,Minotaur-1,"500 km, 40.5 degree inclination",Space Technology
SENSE SV1 (Space Environmental NanoSat Experiment),US Air Force,Military,US,3U,11/20/13,Minotaur-1,"500 km, 40.5 degree inclination",Space Technology
SENSE SV2 (Space Environmental NanoSat Experiment),US Air Force,Military,US,3U,11/20/13,Minotaur-1,"500 km, 40.5 degree inclination",Space Technology
SwampSat,University of Florida,University,US,1U,11/20/13,Minotaur-1,"500 km, 40.5 degree inclination",Space Technology
TJ3sat,Thomas Jefferson High School for Science and Technology,School,US,1U,11/20/13,Minotaur-1,"500 km, 40.5 degree inclination",Space Technology
Trailblazer (SPA-1 Trailblazer),University of New Mexico,University,US,1U,11/20/13,Minotaur-1,"500 km, 40.5 degree inclination",Space Technology
Vermont (Lunar) Cubesat,Vermont Technical College/ University of Vermont,University,US,1U,11/20/13,Minotaur-1,"500 km, 40.5 degree inclination",Space Technology
Black Knight 1 (BK 1),West Point Military Academy,University,US,1U,11/20/13,Minotaur-1,"500 km, 40.5 degree inclination",Space Technology
CAPE-2,University of Louisiana at Lafayette,University,US,1U,11/20/13,Minotaur-1,"500 km, 40.5 degree inclination",Space Technology
ChargerSat-1 (ChargerSat 1.2),University of Alabama in Huntsville,University,US,1U,11/20/13,Minotaur-1,"500 km, 40.5 degree inclination",Space Technology
COPPER (Close Orbiting Propellant Plume and Elemental Recognition),Saint Louis University,University,US,1U,11/20/13,Minotaur-1,"500 km, 40.5 degree inclination",Space Technology
DragonSat 1,Drexel University,University,US,1U,11/20/13,Minotaur-1,"500 km, 40.5 degree inclination",Space Technology
Firefly,NASA Goddard Space Flight Center,Agency,US,3U,11/20/13,Minotaur-1,"500 km, 40.5 degree inclination",Space Science
Ho‘oponopono 2 (H2),University of Hawaii at Manoa,University,US,3U,11/20/13,Minotaur-1,"500 km, 40.5 degree inclination",Space Technology
"Horus (STARE B, Space-Based Telescopes for Actionable Refinement of Ephemeris))",Lawrence Livermore National Laboratory,Institute,US,3U,11/20/13,Minotaur-1,"500 km, 40.5 degree inclination",Space Technology
KYSAT II (KySat-2),Kentucky universities,University,US,1U,11/20/13,Minotaur-1,"500 km, 40.5 degree inclination",Space Technology
NPS-SCAT (Naval Postgraduate School Solar Cell Array Tester),Naval Postgraduate School,University,US,1U,11/20/13,Minotaur-1,"500 km, 40.5 degree inclination",Space Technology
ORS Tech 1,John Hopkins University,University,US,3U,11/20/13,Minotaur-1,"500 km, 40.5 degree inclination",Space Technology
ORS Tech 2,John Hopkins University,University,US,3U,11/20/13,Minotaur-1,"500 km, 40.5 degree inclination",Space Technology
ORSES (ORS 1),Space & Missile Defense Command,Military,US,3U,11/20/13,Minotaur-1,"500 km, 40.5 degree inclination",Space Technology
PhoneSat 2.4a,NASA Ames Research Center,Agency,US,1U,11/20/13,Minotaur-1,"500 km, 40.5 degree inclination",Space Technology
Prometheus 1-1,Los Alamos National Laboratory,Military,US,1.5U,11/20/13,Minotaur-1,"500 km, 40.5 degree inclination",Space Technology
Prometheus 1-2,Los Alamos National Laboratory,Military,US,1.5U,11/20/13,Minotaur-1,"500 km, 40.5 degree inclination",Space Technology
Prometheus 1-3,Los Alamos National Laboratory,Military,US,1.5U,11/20/13,Minotaur-1,"500 km, 40.5 degree inclination",Space Technology
Prometheus 1-4,Los Alamos National Laboratory,Military,US,1.5U,11/20/13,Minotaur-1,"500 km, 40.5 degree inclination",Space Technology
Prometheus 1-5,Los Alamos National Laboratory,Military,US,1.5U,11/20/13,Minotaur-1,"500 km, 40.5 degree inclination",Space Technology
Prometheus 1-6,Los Alamos National Laboratory,Military,US,1.5U,11/20/13,Minotaur-1,"500 km, 40.5 degree inclination",Space Technology
"$50Sat (50-Dollarsat, Eagle 2)",Morehead State University,University,US,PocketQube 1.5p,11/21/13,Dnepr,"670 km, 97.79 degree inclination.",Space Technology
BRITE-PL-1,The Space Research Centre of the Polish Academy of Sciences,Institute,Poland,6 kg,11/21/13,Dnepr,"670 km, 97.79 degree inclination.",Space Science
"CINEMA 2 (TRIO 2, KHUSAT 1)",Kyung Hee University,University,South Korea,3U,11/21/13,Dnepr,"670 km, 97.79 degree inclination.",Space Science
"CINEMA 3 (TRIO 3, KHUSAT 2)",Kyung Hee University,University,South Korea,3U,11/21/13,Dnepr,"670 km, 97.79 degree inclination.",Space Science
CubeBug-2 (Manolito),Satellogic,Company,Argentina,2U,11/21/13,Dnepr,"670 km, 97.79 degree inclination.",Space Technology
Delfi-n3Xt,Delft University of Technology,University,Netherlands,3U,11/21/13,Dnepr,"670 km, 97.79 degree inclination.",Space Technology
Dove-3,Planet Labs,Company,US,3U,11/21/13,Dnepr,"670 km, 97.79 degree inclination.",Space Technology
Dove-4,Planet Labs,Company,US,3U,11/21/13,Dnepr,"670 km, 97.79 degree inclination.",Space Technology
FUNcube-1,AMSAT-UK,Non-profit,UK,1U,11/21/13,Dnepr,"670 km, 97.79 degree inclination.",Space Activity
"GOMX-1 (GATOSS, Global Air Traffic Awareness and Optimizing through Spaceborne Surveillance)",GomSpace ApS,Company,Denmark,2U,11/21/13,Dnepr,"670 km, 97.79 degree inclination.",Space Technology
HiNCube,Narvik University College,University,Norway,1U,11/21/13,Dnepr,"670 km, 97.79 degree inclination.",Space Technology
HumSat-D,University of Vigo,University,Spain,1U,11/21/13,Dnepr,"670 km, 97.79 degree inclination.",Space Technology
ICUBE-1,Islamabad Institute of Science and Technology,Institute,Pakistan,1U,11/21/13,Dnepr,"670 km, 97.79 degree inclination.",Space Technology
"MOVE (First-MOVE, Munich Orbital Verification Experiment)",Technical University of München,University,Germany,1U,11/21/13,Dnepr,"670 km, 97.79 degree inclination.",Space Technology
NEE-02 Krysaor,Ecuadorian Space Agency,Agency,Ecuador,1U,11/21/13,Dnepr,"670 km, 97.79 degree inclination.",Space Technology
